business_type,business_age_months,location_type,state,num_employees,store_size_sqm,foot_traffic_daily,has_online_presence,uses_pos,marketing_spend_naira,inventory_value_naira,num_products,average_product_price_naira,month,customer_retention_rate,has_loyalty_program,accepts_credit_cards,opening_hours_per_day,competition_nearby,has_parking,monthly_sales_thousands
Retail_Shop,49,Street_Shop,Ibadan,12,24,284,1,1,92226,3140840,80,14038,November,86,0,0,15,6,0,18439.44
Fashion_Store,45,Market,Enugu,2,17,28,1,0,64219,4074110,442,5539,September,51,1,1,9,6,0,19680.84
Fashion_Store,23,Market,Enugu,7,150,144,1,1,82577,148746,224,10393,August,87,0,1,11,8,0,5819.63
Retail_Shop,79,Estate,Enugu,13,125,307,0,1,190127,2058293,457,12720,August,70,1,1,15,9,0,17960.47
Salon,55,Shopping_Mall,Port_Harcourt,1,77,437,1,1,179757,388202,113,34691,November,39,1,0,8,4,0,18496.06
Salon,44,Estate,Lagos,1,23,381,0,1,25281,677546,348,9986,November,42,1,0,14,8,0,6888.6
Supermarket,45,Market,Kano,17,13,414,1,1,155063,661282,79,10093,April,91,0,0,10,5,0,12292.8
Restaurant,58,Estate,Port_Harcourt,17,178,79,1,0,57663,2840292,143,41300,March,36,0,0,8,2,0,21126.43
Fashion_Store,57,Market,Port_Harcourt,17,193,411,0,1,94197,1573115,281,46336,November,43,0,1,9,0,0,18266.89
Pharmacy,26,Market,Ibadan,17,163,442,0,0,48069,4411914,49,15810,May,63,0,1,10,6,1,11064.7
Pharmacy,101,Shopping_Mall,Kano,13,51,316,1,1,78842,1295698,155,14457,April,62,0,1,8,7,0,19456.52
Electronics,18,Online,Ibadan,7,71,322,1,0,97421,2981830,233,48876,November,56,0,1,9,6,0,21004.85
Fashion_Store,32,Street_Shop,Abuja,18,158,308,1,1,188743,1910623,209,38757,May,48,1,1,10,5,0,13534.43
Retail_Shop,108,Estate,Enugu,11,91,487,0,1,9753,2661058,29,32011,September,45,0,1,10,8,0,13635.25
Pharmacy,46,Market,Lagos,15,147,184,1,1,17572,1252519,46,30911,December,34,0,1,9,8,0,13454.12
Supermarket,32,Market,Abuja,10,57,460,1,0,172537,4361986,79,16416,June,88,0,1,14,5,0,18108.84
Restaurant,114,Street_Shop,Port_Harcourt,3,114,64,1,1,159447,163432,375,13190,October,53,1,0,11,6,1,8120.72
Salon,13,Online,Lagos,4,163,78,1,0,68195,4685669,189,37625,April,80,0,0,11,5,1,21815.9
Salon,44,Street_Shop,Abuja,16,103,498,1,0,128671,1734200,80,44294,October,34,0,1,8,0,1,17475.11
Pharmacy,47,Shopping_Mall,Ibadan,4,44,324,0,1,9206,1160662,331,1541,September,45,1,1,8,8,0,9494.02
Fashion_Store,28,Market,Enugu,7,185,274,0,0,85943,3194944,75,22416,January,42,0,0,13,6,0,7895.66
Salon,69,Online,Enugu,17,190,184,1,0,185179,2875617,321,44624,August,71,0,1,13,5,0,11941.41
Pharmacy,116,Shopping_Mall,Kano,15,71,494,0,1,180388,4678728,197,34020,August,68,1,1,14,9,1,28467.06
Restaurant,69,Street_Shop,Kano,3,22,156,0,0,170105,4936284,297,4191,December,81,0,0,11,5,0,19326.89
Salon,110,Shopping_Mall,Abuja,13,193,274,1,1,36233,2099140,365,20035,September,52,1,1,11,5,0,14820.93
Retail_Shop,23,Market,Kano,6,178,62,0,1,144520,2111489,357,29921,February,39,0,0,13,0,0,8544.14
Electronics,89,Shopping_Mall,Lagos,18,112,306,1,1,30138,1837668,346,37474,December,94,0,0,14,8,0,24763.86
Salon,86,Street_Shop,Port_Harcourt,2,109,340,0,1,23680,2554488,279,10288,August,65,0,0,14,0,1,9491.1
Pharmacy,110,Market,Ibadan,7,100,79,1,0,179195,3190635,188,7221,July,74,0,1,8,8,1,17057.99
Retail_Shop,36,Market,Ibadan,8,41,282,1,0,58287,3570773,361,556,July,82,0,0,15,4,0,12701.35
Retail_Shop,72,Estate,Port_Harcourt,1,129,373,1,0,98085,499099,80,5354,December,63,1,0,14,6,0,8342.86
Retail_Shop,22,Estate,Lagos,6,144,40,1,1,7817,1935575,332,17217,August,80,0,1,15,5,0,9949.76
Retail_Shop,16,Street_Shop,Lagos,10,27,477,1,1,176442,3459808,233,25025,August,45,1,1,13,4,0,21697.51
Supermarket,66,Estate,Lagos,19,79,396,0,1,97823,3376621,157,44318,July,78,1,1,11,1,1,26023.57
Salon,15,Street_Shop,Kano,12,58,449,1,0,118187,2976301,332,6607,December,88,1,1,13,3,0,23340.74
Pharmacy,54,Shopping_Mall,Ibadan,5,190,210,0,1,60880,1221673,239,30771,November,57,0,0,11,9,0,11370.15
Fashion_Store,104,Estate,Kano,13,140,147,0,1,8281,2572542,173,8386,June,41,0,1,10,4,1,10166.02
Pharmacy,113,Street_Shop,Port_Harcourt,16,191,471,1,1,197959,483854,305,38620,August,93,0,0,11,7,1,15140.16
Pharmacy,52,Market,Abuja,11,19,308,0,1,90689,1352239,123,32503,September,33,0,0,10,9,1,10436.81
Restaurant,106,Shopping_Mall,Port_Harcourt,8,74,171,0,1,158224,1227756,321,12483,September,77,0,1,12,9,0,10408.71
Electronics,66,Estate,Ibadan,12,100,375,1,0,194626,4367734,423,27764,December,39,0,0,8,0,1,28992.57
Fashion_Store,115,Street_Shop,Kano,13,150,463,0,1,82651,1035749,157,23870,July,65,0,0,12,7,1,8561.21
Retail_Shop,41,Online,Ibadan,14,48,186,1,0,178337,649781,211,13182,January,51,0,1,15,3,0,7936.71
Fashion_Store,87,Online,Lagos,14,21,258,1,0,168501,4794904,182,1759,March,34,0,1,12,7,0,25108.08
Supermarket,81,Estate,Abuja,8,54,261,0,1,15851,3581695,195,7434,November,39,0,1,11,8,0,21945.86
Fashion_Store,112,Street_Shop,Enugu,17,123,254,0,1,90048,880822,204,26245,June,69,1,1,10,7,1,13186.41
Pharmacy,49,Street_Shop,Lagos,19,74,132,1,0,101831,1589513,295,1327,December,45,0,0,15,2,1,14620.86
Pharmacy,64,Street_Shop,Ibadan,10,184,36,1,1,137008,480422,318,11453,April,66,0,1,9,0,1,12963.51
Restaurant,70,Online,Ibadan,8,170,139,1,1,157004,2504927,439,25638,October,83,1,0,14,3,0,25076.32
Fashion_Store,6,Shopping_Mall,Lagos,16,185,147,1,1,87872,4989511,479,40906,April,66,0,1,8,9,0,30685.59
Retail_Shop,91,Estate,Abuja,4,113,412,0,1,119742,821133,235,29635,November,41,1,1,12,4,0,16627.88
Retail_Shop,96,Street_Shop,Enugu,2,133,248,0,0,111690,1809634,469,48831,August,58,1,0,13,0,1,13611.17
Pharmacy,42,Shopping_Mall,Ibadan,6,98,489,0,0,142158,2088091,306,5104,January,33,0,1,13,5,0,7541.51
Restaurant,101,Online,Lagos,12,104,50,1,0,68330,4562879,51,32879,April,33,0,1,13,5,0,38179.11
Salon,117,Shopping_Mall,Lagos,18,188,388,1,1,32465,4152127,29,7917,September,46,0,0,9,0,0,18874.67
Retail_Shop,109,Street_Shop,Ibadan,12,166,467,0,0,89132,2910802,203,43808,November,72,0,1,8,8,1,13019.68
Fashion_Store,8,Market,Port_Harcourt,14,56,224,1,1,126690,4901676,278,17089,May,39,1,1,10,7,0,18102.38
Retail_Shop,93,Market,Kano,8,42,384,0,0,63626,4822740,226,31092,July,45,0,0,15,2,0,14213.25
Electronics,39,Market,Port_Harcourt,14,123,482,1,1,190310,2655654,279,24973,July,69,1,1,15,8,1,28017.92
Pharmacy,108,Shopping_Mall,Port_Harcourt,19,86,191,1,1,102623,2725570,421,34226,May,70,1,0,10,3,0,19647.14
Supermarket,96,Street_Shop,Abuja,5,131,380,1,0,6349,4885904,444,44608,April,72,0,0,8,3,1,30897.54
Pharmacy,106,Street_Shop,Ibadan,18,92,154,0,1,194795,4790662,95,43098,December,94,0,0,12,1,1,24843.67
Fashion_Store,63,Estate,Ibadan,10,62,120,0,1,131800,1998643,355,23959,November,64,0,1,12,7,0,15533.05
Electronics,82,Shopping_Mall,Kano,12,11,281,1,1,70865,3047845,441,47673,December,33,1,1,8,8,0,39514.89
Supermarket,9,Shopping_Mall,Enugu,16,193,250,0,1,163864,3028819,64,30503,November,85,1,0,13,3,0,19206.49
Restaurant,81,Market,Kano,11,82,265,1,1,199970,2772309,130,19890,January,66,1,0,15,9,0,13902.47
Retail_Shop,87,Market,Port_Harcourt,4,56,183,0,0,157872,4237805,368,10745,November,76,0,1,14,9,1,21787.09
Retail_Shop,39,Shopping_Mall,Enugu,5,64,53,0,1,98004,4448022,369,13775,August,78,0,1,15,7,1,19315.5
Supermarket,45,Shopping_Mall,Port_Harcourt,19,51,276,1,1,140652,334963,294,49062,April,50,0,0,8,4,1,17363.84
Fashion_Store,40,Estate,Abuja,18,79,24,1,1,53450,1558886,41,5597,February,46,1,0,12,6,1,9488.95
Supermarket,91,Street_Shop,Kano,17,89,327,0,0,45010,1830917,20,20005,September,84,1,0,15,9,0,8558.13
Retail_Shop,99,Shopping_Mall,Kano,2,116,327,0,1,84728,2637304,295,36343,July,84,0,0,13,4,0,14674.81
Electronics,47,Estate,Abuja,1,158,365,0,1,180535,3115763,168,31015,January,72,1,1,14,0,1,24286.84
Electronics,66,Estate,Port_Harcourt,17,24,476,1,1,116659,262164,422,22082,December,90,0,0,9,8,0,13102.47
Restaurant,10,Market,Ibadan,8,178,255,1,0,25927,2636676,338,19959,October,64,0,1,14,8,0,11869.68
Supermarket,98,Shopping_Mall,Enugu,16,137,60,0,1,73774,1618473,97,16573,August,51,0,1,15,2,0,11518.27
Electronics,56,Estate,Enugu,13,123,191,1,1,118294,4920343,490,21729,March,64,1,0,15,7,1,53878.84
Electronics,7,Market,Enugu,4,87,244,0,1,154381,137358,47,5787,February,36,0,1,10,1,1,5012.44
Electronics,112,Shopping_Mall,Port_Harcourt,12,98,310,0,1,60836,1527493,219,33348,February,35,0,0,12,3,1,10602.94
Supermarket,103,Shopping_Mall,Enugu,14,191,417,0,1,145513,1090939,302,11750,January,74,0,0,15,1,0,8067.14
Retail_Shop,47,Market,Kano,2,157,361,1,1,124350,2500429,243,33747,January,72,0,0,9,8,1,14117.88
Restaurant,28,Estate,Enugu,14,87,50,1,1,124863,373460,402,27851,June,77,0,1,11,9,1,12035.86
Pharmacy,33,Street_Shop,Abuja,16,127,53,0,1,104820,166470,355,39043,December,58,0,1,8,9,1,12404.91
Restaurant,107,Estate,Port_Harcourt,8,159,274,0,0,87321,2609361,275,39715,August,34,1,0,9,4,0,15570.49
Retail_Shop,29,Estate,Lagos,13,38,176,1,0,39863,2193867,158,5690,February,83,0,1,15,7,0,9124.63
Salon,32,Estate,Kano,3,89,221,0,0,158605,189481,415,44802,March,72,0,0,12,8,0,6655.0
Pharmacy,70,Street_Shop,Kano,4,77,130,1,0,25925,4277283,397,49971,March,33,0,0,8,2,1,24514.24
Retail_Shop,118,Market,Abuja,7,187,253,1,1,131977,4126674,85,43464,October,69,0,1,8,3,0,23676.19
Retail_Shop,41,Street_Shop,Abuja,6,67,36,1,1,64959,2787568,258,21918,November,92,0,0,9,4,1,18984.13
Pharmacy,18,Market,Port_Harcourt,18,159,359,1,0,183086,4861155,494,27722,April,82,0,0,12,7,1,27536.52
Fashion_Store,87,Market,Lagos,10,80,206,1,1,28315,1171119,320,42776,June,44,0,0,12,8,0,10549.77
Pharmacy,101,Shopping_Mall,Kano,8,86,446,0,1,140855,3274724,259,20876,July,91,1,0,12,2,1,19359.23
Supermarket,87,Street_Shop,Ibadan,4,161,246,1,1,13802,2695886,353,33142,February,86,0,1,8,5,0,17641.92
Pharmacy,92,Shopping_Mall,Enugu,1,54,219,0,1,186010,1780260,171,41817,August,43,0,1,8,2,1,14883.67
Electronics,114,Shopping_Mall,Ibadan,6,170,316,0,1,98841,4920174,369,40792,January,39,0,0,8,9,1,19632.39
Electronics,86,Market,Kano,6,58,438,0,0,108967,4644420,406,20218,April,61,1,0,9,2,0,22524.7
Fashion_Store,71,Shopping_Mall,Port_Harcourt,8,83,412,0,0,109969,4023922,64,41560,September,67,0,1,13,5,1,18904.08
Salon,38,Shopping_Mall,Port_Harcourt,14,187,261,0,1,161527,3924168,187,23574,October,92,0,1,12,4,0,17710.16
Fashion_Store,105,Market,Port_Harcourt,13,17,427,1,1,156768,1279304,458,17050,February,81,0,1,12,2,0,12637.73
Electronics,29,Shopping_Mall,Lagos,13,191,388,1,0,143847,3624991,59,9757,September,68,0,1,10,7,0,20616.18
Salon,19,Shopping_Mall,Ibadan,5,103,101,1,1,195402,1501030,489,9379,September,53,0,0,15,6,1,12088.64
Retail_Shop,100,Shopping_Mall,Ibadan,6,174,263,1,1,42385,4054410,489,9875,November,37,0,1,11,2,1,24743.7
Supermarket,90,Estate,Lagos,8,32,202,0,0,54582,2223253,439,40927,July,50,0,1,8,8,0,13601.39
Pharmacy,15,Street_Shop,Port_Harcourt,3,51,25,1,1,187511,890190,219,35625,March,32,0,1,13,2,1,16037.06
Restaurant,7,Street_Shop,Port_Harcourt,18,103,431,1,1,58588,1128245,76,34770,December,84,0,1,9,9,1,17252.44
Electronics,71,Shopping_Mall,Ibadan,6,40,215,1,1,53275,2750963,157,36820,December,92,0,0,9,1,0,25395.18
Supermarket,45,Shopping_Mall,Port_Harcourt,12,97,240,0,1,7690,3851203,489,40112,December,45,0,0,12,5,0,24011.11
Fashion_Store,118,Shopping_Mall,Lagos,5,183,379,0,1,135058,636634,261,14569,September,71,0,1,11,4,0,8612.43
Electronics,38,Street_Shop,Ibadan,12,183,128,0,1,153620,634588,499,44532,December,63,0,1,14,5,0,15315.16
Retail_Shop,112,Street_Shop,Enugu,3,22,357,1,0,53658,547341,477,3727,August,73,0,1,15,2,0,5845.66
Supermarket,18,Estate,Port_Harcourt,4,93,449,0,1,185689,1730994,357,27470,October,60,0,0,8,0,0,10015.48
Supermarket,46,Street_Shop,Abuja,8,105,280,1,1,43254,3066193,106,42184,May,44,0,1,8,4,0,13417.62
Electronics,74,Estate,Ibadan,1,20,299,0,1,88373,2402182,282,13034,May,58,0,0,15,1,1,9155.42
Restaurant,15,Market,Port_Harcourt,8,16,232,1,1,192760,411255,47,17494,May,52,0,1,10,9,1,9255.89
Fashion_Store,109,Market,Lagos,2,189,222,0,0,7880,4213906,364,17376,December,56,1,0,8,9,0,20303.46
Pharmacy,88,Online,Enugu,18,105,37,1,1,101016,4307912,109,5732,March,71,1,0,10,6,1,27863.61
Retail_Shop,113,Estate,Abuja,1,141,377,1,1,23062,4015008,482,46786,June,46,0,0,12,2,0,20870.2
Retail_Shop,50,Street_Shop,Lagos,12,193,250,1,1,155501,221242,386,31540,January,70,0,1,12,9,0,9916.97
Retail_Shop,73,Market,Port_Harcourt,8,179,359,1,1,146471,1977885,464,35698,December,69,0,0,12,8,0,15144.67
Pharmacy,117,Street_Shop,Kano,13,127,328,1,1,136430,4935125,243,48052,October,82,1,1,13,2,0,33497.52
Retail_Shop,73,Shopping_Mall,Abuja,15,111,472,1,0,150079,3771223,432,28710,June,37,0,1,8,3,1,23947.12
Electronics,118,Market,Lagos,18,13,241,1,1,128656,4824015,229,10157,December,87,0,0,13,2,0,33260.32
Restaurant,89,Market,Kano,15,85,413,0,1,156327,2289314,241,39795,April,91,1,1,8,6,0,19784.33
Restaurant,104,Street_Shop,Abuja,6,72,331,0,1,38663,2666002,107,34103,August,94,0,1,11,1,0,10654.85
Supermarket,31,Shopping_Mall,Abuja,1,130,398,0,0,28906,1028639,374,15633,August,94,1,0,11,7,0,8139.31
Supermarket,118,Street_Shop,Kano,13,96,430,1,1,119484,4466174,346,46159,December,61,1,0,8,6,1,42726.4
Salon,80,Street_Shop,Port_Harcourt,6,100,49,1,0,197195,2781233,122,40140,November,78,1,0,12,8,0,29986.15
Restaurant,68,Street_Shop,Enugu,16,181,88,0,0,89539,3312657,91,40986,January,92,0,0,11,6,0,8176.68
Retail_Shop,47,Estate,Kano,19,96,153,1,1,11929,2830128,223,10207,May,76,0,1,13,7,0,13801.34
Pharmacy,83,Market,Lagos,17,19,236,0,1,111339,3274989,409,42498,January,84,1,0,15,9,0,15210.68
Pharmacy,39,Estate,Lagos,19,190,410,1,1,50062,2406265,357,11404,March,39,0,0,13,0,1,22787.8
Restaurant,7,Market,Ibadan,18,39,71,1,1,64246,2041526,296,34325,February,35,1,0,14,5,1,11373.28
Supermarket,38,Estate,Ibadan,2,28,50,1,1,132003,3199139,104,16286,January,92,0,1,8,0,1,20131.38
Salon,42,Estate,Kano,13,109,270,0,0,119659,4033152,270,48828,September,38,1,1,10,6,1,22570.98
Pharmacy,7,Street_Shop,Ibadan,7,156,129,1,1,71623,2815688,64,17865,February,77,0,1,11,3,0,9601.0
Electronics,40,Shopping_Mall,Port_Harcourt,5,156,134,1,1,181158,723656,492,16506,June,94,0,0,12,9,1,12766.05
Salon,93,Market,Kano,11,102,467,0,0,155797,1279406,300,39672,November,48,0,0,14,4,1,11543.89
Pharmacy,107,Shopping_Mall,Ibadan,3,159,335,0,0,133043,1867275,317,42201,May,78,0,1,12,4,0,10662.6
Pharmacy,73,Market,Abuja,7,164,452,1,1,186564,3551490,395,16237,December,31,0,0,9,3,0,20707.59
Salon,83,Market,Port_Harcourt,15,198,322,1,0,26821,2090245,491,20923,November,60,1,0,11,5,0,16169.15
Electronics,20,Shopping_Mall,Lagos,19,47,412,0,1,56060,108667,333,49804,May,94,0,1,15,1,0,10055.42
Supermarket,116,Shopping_Mall,Lagos,5,36,409,0,1,108088,2065082,223,24218,April,45,0,1,14,9,0,23250.29
Retail_Shop,8,Market,Enugu,2,175,245,0,0,98423,4358387,426,8486,April,49,0,1,8,4,1,16495.65
Supermarket,12,Estate,Ibadan,8,155,342,0,1,27147,350185,58,22411,March,87,1,1,14,4,0,9567.03
Retail_Shop,81,Street_Shop,Enugu,1,137,135,1,1,158643,2122062,108,17139,December,34,0,0,11,1,0,16987.01
Restaurant,118,Shopping_Mall,Port_Harcourt,19,91,391,0,1,58883,1672964,162,30412,November,63,0,0,9,4,1,14677.51
Fashion_Store,43,Market,Abuja,12,13,388,0,1,82844,4784327,405,12371,April,74,1,0,14,7,0,28785.23
Fashion_Store,13,Street_Shop,Enugu,2,145,280,1,1,11227,2550002,53,15370,July,30,0,1,15,1,0,10076.66
Fashion_Store,96,Shopping_Mall,Lagos,18,73,211,1,1,57276,3384513,442,3625,December,45,0,0,8,2,0,21900.71
Supermarket,69,Market,Abuja,16,167,346,1,1,125860,2327594,272,12712,July,90,0,0,14,8,1,14815.06
Supermarket,116,Market,Ibadan,2,178,293,0,1,128296,4269505,344,46453,September,89,1,1,8,3,0,28784.27
Restaurant,53,Street_Shop,Lagos,8,35,372,1,0,50065,3408694,65,23955,April,79,1,0,13,0,1,24194.67
Pharmacy,27,Shopping_Mall,Enugu,18,143,152,1,1,8420,2736004,475,6882,March,83,0,1,10,2,1,20351.69
Restaurant,60,Market,Kano,1,152,105,1,1,127677,4547365,308,3578,July,86,0,1,13,0,0,25029.52
Pharmacy,84,Shopping_Mall,Ibadan,3,195,117,0,0,108671,1260098,222,17402,August,55,0,1,14,2,1,7813.39
Electronics,99,Shopping_Mall,Lagos,19,164,318,1,1,63802,480105,251,36981,June,59,1,0,13,9,0,14513.34
Supermarket,83,Market,Kano,5,188,354,1,1,99510,2081473,442,42150,January,30,0,1,9,2,0,14660.19
Supermarket,53,Street_Shop,Enugu,11,102,471,1,1,41567,187702,392,2678,January,59,1,0,14,4,1,6562.83
Electronics,37,Estate,Enugu,5,78,295,1,1,120195,712901,29,29202,October,46,0,0,14,6,0,10642.92
Restaurant,95,Street_Shop,Port_Harcourt,16,57,230,0,0,178415,4173997,433,913,May,65,0,1,8,8,0,13382.01
Restaurant,97,Estate,Ibadan,14,150,310,1,1,17396,670890,490,13150,August,83,1,1,9,4,1,13730.24
Fashion_Store,38,Street_Shop,Kano,7,127,182,1,1,127737,3985172,148,48585,May,93,1,1,9,6,0,26232.77
Supermarket,99,Market,Ibadan,19,56,294,0,1,40278,1220210,50,49966,May,69,0,0,14,4,1,8890.43
Pharmacy,21,Market,Lagos,3,113,223,0,1,173573,1831730,76,31951,December,94,1,0,12,5,0,18348.47
Retail_Shop,34,Estate,Kano,1,126,277,0,1,182168,4454025,106,48476,May,46,1,1,9,2,0,19851.97
Supermarket,59,Market,Kano,10,193,97,1,1,71256,2372697,281,4653,June,76,0,0,9,5,0,13558.2
Restaurant,13,Estate,Lagos,18,163,311,0,0,120865,2612208,426,30907,May,71,1,0,10,6,1,11401.52
Retail_Shop,107,Street_Shop,Port_Harcourt,14,64,255,1,1,77409,4689319,70,38199,January,91,1,1,14,1,1,33208.75
Pharmacy,7,Street_Shop,Ibadan,5,130,199,0,1,149059,1729067,97,44197,January,44,1,0,11,2,0,8017.05
Fashion_Store,93,Estate,Kano,6,78,83,1,1,119327,4622692,346,40259,March,66,0,1,15,6,1,41758.44
Restaurant,47,Shopping_Mall,Kano,1,94,177,0,1,49055,4674575,499,28467,August,78,0,1,14,1,0,21007.35
Supermarket,73,Street_Shop,Abuja,2,85,357,1,1,143180,3120889,215,41358,November,61,1,1,15,2,0,39841.6
Supermarket,30,Shopping_Mall,Kano,11,39,429,1,1,185133,1305176,460,19343,October,66,1,1,13,6,0,14583.82
Salon,100,Shopping_Mall,Enugu,13,78,81,1,0,198646,3028622,324,15577,May,33,1,0,10,6,1,18609.89
Fashion_Store,40,Street_Shop,Abuja,11,137,196,1,1,132563,3115449,374,8053,May,33,0,0,14,8,1,16543.76
Retail_Shop,8,Estate,Kano,7,66,178,1,1,114967,3842502,80,6200,October,58,0,1,15,5,0,14856.61
Salon,109,Market,Ibadan,17,147,237,1,0,165233,229079,455,2365,November,80,0,1,8,9,1,11686.06
Restaurant,28,Estate,Lagos,14,75,424,1,1,39989,3844300,330,26315,October,34,0,1,13,3,0,19036.32
Electronics,101,Street_Shop,Lagos,6,30,142,1,1,102192,1849870,418,925,May,85,1,1,11,1,1,15999.73
Electronics,119,Online,Port_Harcourt,16,85,30,1,0,139773,2700164,26,35353,January,66,0,1,13,0,1,16717.11
Pharmacy,41,Street_Shop,Ibadan,11,15,150,1,1,132271,4046428,235,29415,January,58,1,0,10,4,1,20048.12
Fashion_Store,25,Street_Shop,Kano,15,93,338,1,0,121641,1065196,387,3689,March,77,0,1,12,2,0,12371.89
Restaurant,75,Estate,Enugu,3,142,221,0,1,105453,1459434,229,3154,July,60,0,1,12,3,0,7365.49
Pharmacy,26,Street_Shop,Port_Harcourt,19,93,420,1,0,8113,757306,39,46030,October,66,0,1,12,0,1,10196.25
Pharmacy,77,Market,Ibadan,3,57,248,1,1,157852,845716,35,12792,July,35,0,0,13,8,0,10391.73
Pharmacy,59,Online,Abuja,10,117,403,0,1,174280,276830,117,19216,August,80,1,1,14,9,1,11131.36
Pharmacy,12,Street_Shop,Lagos,9,109,480,1,1,150064,2591453,49,32092,June,93,1,1,15,3,0,17470.68
Electronics,10,Estate,Ibadan,18,127,360,1,0,53252,4135987,463,32018,March,36,1,1,12,4,0,26834.25
Salon,91,Shopping_Mall,Abuja,1,179,288,1,0,25713,3136896,174,24467,April,33,1,0,14,9,0,19555.54
Supermarket,58,Street_Shop,Port_Harcourt,5,79,214,1,1,176956,2219413,434,5509,November,58,0,0,13,0,1,19333.33
Pharmacy,60,Shopping_Mall,Abuja,18,161,375,1,1,129906,2844415,377,11901,June,75,1,1,12,5,1,28433.08
Fashion_Store,8,Street_Shop,Port_Harcourt,4,62,467,1,1,103776,1764482,278,20669,March,93,1,1,13,1,1,22969.37
Supermarket,104,Shopping_Mall,Lagos,14,98,117,1,1,137338,4430907,415,37140,June,31,1,1,15,1,0,37516.59
Retail_Shop,104,Estate,Abuja,10,61,115,0,1,72238,2656760,167,25371,June,51,1,0,15,6,0,8821.15
Salon,74,Market,Port_Harcourt,10,159,248,1,1,24671,4276244,188,18128,March,80,0,1,15,2,0,35289.94
Salon,34,Market,Abuja,11,33,162,1,1,131224,1104544,29,24592,December,88,0,1,14,4,0,13143.63
Electronics,15,Online,Abuja,6,121,383,0,1,49490,2521713,62,6823,December,92,1,0,9,1,0,16664.02
Fashion_Store,53,Street_Shop,Kano,2,123,441,1,1,24741,4157904,206,32996,December,64,0,0,11,3,0,25972.54
Salon,53,Market,Lagos,7,155,269,1,1,70376,1564533,149,35820,May,69,1,0,12,8,0,12794.39
Supermarket,19,Online,Port_Harcourt,14,183,205,1,0,114606,447275,190,30409,September,73,1,0,14,7,0,11534.4
Electronics,7,Market,Kano,15,18,106,1,1,107355,2977988,245,1660,August,39,0,1,13,4,0,13435.82
Retail_Shop,112,Estate,Port_Harcourt,7,113,84,0,1,109686,903999,333,47024,March,66,0,0,12,8,1,11083.14
Retail_Shop,36,Estate,Abuja,17,173,250,0,1,35229,1291204,180,44387,August,31,0,1,11,2,0,9168.1
Fashion_Store,17,Market,Kano,14,80,60,0,1,8487,2689653,49,15216,February,88,0,1,15,0,0,10091.65
Pharmacy,84,Shopping_Mall,Lagos,19,146,335,1,1,190606,1623223,95,41824,December,70,1,1,8,5,0,38772.61
Salon,44,Market,Port_Harcourt,9,164,398,1,0,56277,3867489,430,48771,March,54,1,1,13,0,0,36427.78
Fashion_Store,107,Shopping_Mall,Enugu,6,10,292,1,1,139439,638172,161,26361,May,66,0,0,13,5,0,8337.1
Restaurant,19,Street_Shop,Ibadan,5,100,361,0,1,60232,2317780,182,37495,February,86,1,0,13,6,0,9113.33
Restaurant,25,Market,Enugu,9,167,441,1,1,150839,3885687,441,21280,March,92,0,0,14,0,0,18323.82
Restaurant,43,Street_Shop,Lagos,8,190,283,1,1,124549,3407643,248,22942,April,63,1,1,11,6,0,31195.84
Restaurant,68,Street_Shop,Lagos,5,85,457,1,1,153338,4480993,132,48885,April,75,0,0,13,7,0,27072.35
Electronics,117,Street_Shop,Lagos,14,11,369,0,0,119550,1826724,205,47562,July,90,0,1,10,2,0,14197.34
Restaurant,78,Shopping_Mall,Kano,5,185,215,0,1,194042,2898893,203,9019,February,57,0,1,10,2,1,13686.77
Restaurant,6,Shopping_Mall,Port_Harcourt,6,111,298,1,1,57532,4247240,231,3147,April,53,0,0,15,7,0,19568.42
Restaurant,63,Estate,Lagos,19,169,194,0,1,90761,1332132,203,29952,April,40,0,1,14,1,0,14361.72
Retail_Shop,12,Estate,Ibadan,4,13,131,0,1,60903,1061467,123,6044,June,71,0,0,15,9,0,3897.91
Restaurant,74,Market,Enugu,15,188,43,1,0,27300,3319038,299,16794,June,73,1,1,13,3,1,19994.49
Pharmacy,60,Shopping_Mall,Abuja,19,195,214,1,1,37767,2378318,112,11124,August,63,0,0,8,4,0,14453.78
Supermarket,18,Street_Shop,Enugu,12,73,171,0,0,140946,527117,437,27530,November,33,1,0,12,5,0,9165.0
Fashion_Store,44,Shopping_Mall,Kano,2,96,327,0,1,59415,4716038,256,33477,October,87,0,1,8,9,0,19849.63
Fashion_Store,49,Street_Shop,Enugu,1,138,438,0,1,11136,2264830,431,10183,November,45,0,1,10,9,0,11698.62
Restaurant,97,Shopping_Mall,Port_Harcourt,7,59,110,1,1,151839,3150882,260,38076,September,91,1,0,12,4,0,26864.13
Electronics,26,Shopping_Mall,Enugu,7,33,322,0,1,146418,4177471,235,24073,May,63,0,1,8,5,1,16088.62
Supermarket,59,Shopping_Mall,Ibadan,13,52,223,0,0,62850,1924206,105,37245,April,33,0,0,14,3,0,12464.38
Supermarket,73,Shopping_Mall,Port_Harcourt,7,56,70,1,1,110866,3566700,314,28406,October,50,0,1,10,8,1,25781.89
Restaurant,75,Street_Shop,Ibadan,16,153,120,1,0,172432,3105514,214,20994,January,64,0,0,8,4,0,12939.56
